"u_number","display_name","software_model","product_type","po_number","end_date","u_country","location","u_reseller","purchase_date","purchased_rights","rights","cost","invoice_number","agreement_type"
"SE0022400","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800040807","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2023-03-21","4","4","MXN42,182.34","","Generic"
"SE0022782","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800039819","","UNITED STATES","Remote Employee US","","","2","2","MXN19,876.61","","Generic"
"SE0022885","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","55003060258","","","","","","1","1","MXN9,921.65","","Generic"
"SE0022483","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5500252200","","Romania","Oradea","","2020-06-03","1","1","MXN2,224.51","","Generic"
"SE00104203","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9000800745","","Malaysia","Penang","","","3","3","MXN0.00","SG00039077","Enterprise Term License Agreement (ETLA)"
"SE0022879","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5500306679","","","","","","1","1","MXN9,921.65","","Generic"
"SE0023924","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800038611","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2022-06-28","3","3","MXN1,592.67","","Generic"
"SE0021651","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9280126406","","Malaysia","Johor Bahru - CJH - Airport","SHI INTERNATIONAL CORP.","2023-04-14","2","2","MXN22,219.99","","Generic"
"SE0020737","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800035862","","CANADA","Toronto - 5140 Yonge","","2021-07-09","1","1","MXN0.00","","Generic"
"SE0021583","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9000801440","","Malaysia","Penang","","","6","6","MXN0.00","SG00143724","Enterprise License Agreement (ELA)"
"SE0022778","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800036049","","UNITED STATES","Remote Employee US","","","5","5","MXN49,691.53","","Generic"
"SE0023881","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5500315034","","CANADA","Toronto - 5140 Yonge","","","1","1","MXN1,489.37","","Generic"
"SE0022048","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","8200000079","","Malaysia","Kulim 2","","","1","1","MXN0.00","","Generic"
"SE0021895","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9000801476","","Malaysia","Penang","","","2","2","MXN0.00","","Enterprise License Agreement (ELA)"
"SE0022491","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5500241999","","Romania","Oradea","","2019-06-18","3","3","MXN12,561.93","","Generic"
"SE0021653","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9280127990","","Malaysia","Johor Bahru - CJH - Airport","SHI INTERNATIONAL CORP.","2023-08-17","1","1","MXN11,110.00","","Cumulative Licensing Program (CLP)"
"SE0021646","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9280121848","","Malaysia","Johor Bahru - CJH - Airport","SHI INTERNATIONAL CORP.","2022-07-12","1","1","MXN11,008.16","","Generic"
"SE0021642","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9280116420","","Malaysia","Johor Bahru - CJH - Airport","SHI INTERNATIONAL CORP.","2021-10-13","1","1","MXN9,075.12","","Generic"
"SE0022399","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800038518","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2022-11-22","1","1","MXN9,938.31","","Generic"
"SE0022887","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5500304103","","","","","","1","1","MXN9,921.65","","Generic"
"SE00104204","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9000800943","","Malaysia","Penang","","","2","2","MXN0.00","SG00100858","Enterprise Term License Agreement (ETLA)"
"SE0020730","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800035811","","CANADA","Toronto - 5140 Yonge","","2021-06-30","1","1","MXN0.00","","Generic"
"SE0022760","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800040715","","UNITED STATES","Remote Employee US","SHI","","14","14","MXN139,136.29","","Generic"
"SE0021774","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9180042040","","Singapore","Singapore - 35 Marsiling","","","2","2","MXN17,709.20","","Enterprise Term License Agreement (ETLA)"
"SE0020660","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5500295070","","CANADA","Toronto - 5140 Yonge","","2023-11-03","1","1","MXN0.00","","Generic"
"SE0021776","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9180042805","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN8,854.60","","Enterprise Term License Agreement (ETLA)"
"SE0020739","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800035898","","CANADA","Toronto - 5140 Yonge","","2021-07-19","1","1","MXN0.00","","Generic"
"SE0022513","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800042998","","UNITED STATES","Remote Employee US","SHI","","4","4","MXN39,753.23","","Generic"
"SE0021654","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9280130676","","Malaysia","Johor Bahru - CJH - Airport","SHI INTERNATIONAL CORP.","2024-04-02","1","1","MXN11,110.37","","Generic"
"SE0021641","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9280114616","","Malaysia","Johor Bahru - CJH - Airport","SHI INTERNATIONAL CORP.","2021-03-12","6","6","MXN50,094.95","","Generic"
"SE0020672","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5500296373","","CANADA","Toronto - 5140 Yonge","","2023-12-05","1","1","MXN0.00","","Generic"
"SE0022398","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800038241","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2022-10-17","1","1","MXN9,938.31","","Generic"
"SE0022761","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800037028","","UNITED STATES","Remote Employee US","SHI","","18","18","MXN178,889.51","","Generic"
"SE0021578","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5500301292","","CANADA","Toronto - 5140 Yonge","","","1","1","MXN0.00","","Generic"
"SE0022872","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5500304147","","CANADA","Toronto - 5140 Yonge","","","1","1","MXN9,921.65","","Generic"
"SE0020577","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5500284565","","CANADA","Toronto - 5140 Yonge","","2023-02-24","1","1","MXN0.00","","Generic"
"SE0021778","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9180044416","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN10,801.49","","Enterprise Term License Agreement (ETLA)"
"SE0020900","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5500289584","","UNITED STATES","Merrimack","","2023-06-21","1","1","MXN0.00","","Generic"
"SE0022883","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5500278997","","","","","","1","1","MXN7,231.43","","Generic"
"SE00104205","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9000801054","","Malaysia","Penang","","","1","1","MXN0.00","SG00119101","Enterprise Term License Agreement (ETLA)"
"SE0021755","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","4504000113","","Malaysia","Penang - HPS","SHI Singapore Solutions PTE. LTD.","2024-05-23","2","2","MXN22,220.74","SG00147349","Enterprise Term License Agreement (ETLA)"
"SE0020735","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800035813","","CANADA","Toronto - 5140 Yonge","","2021-06-30","2","2","MXN0.00","","Generic"
"SE0022776","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800037038","","","","","","6","6","MXN59,629.84","","Generic"
"SE0021652","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9280127271","","Malaysia","Johor Bahru - CJH - Airport","SHI INTERNATIONAL CORP.","2023-06-20","1","1","MXN11,110.00","","Generic"
"SE0023283","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5500284184","","CANADA","Toronto - 5140 Yonge","","","1","1","MXN9,921.65","","Generic"
"SE00104136","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9799904333","","Malaysia","Johor - CJA TT","SHI Singapore Solutions PTE. LTD.","2022-07-18","1","1","MXN11,008.16","SGB00021921","Cumulative Licensing Program (CLP)"
"SE0020733","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800035812","","CANADA","Toronto - 5140 Yonge","","2021-06-30","1","1","MXN0.00","","Generic"
"SE0022781","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","5800039770","","UNITED STATES","Remote Employee US","","","3","3","MXN29,814.92","","Generic"
"SE0021785","ADOBE SYSTEMS Acrobat 2020 Pro","ADOBE SYSTEMS Acrobat 2020 Pro","Perpetual","9180042987","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN8,985.64","","Enterprise Term License Agreement (ETLA)"
"SE0022391","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","5800029655","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2020-02-26","1","1","MXN4,174.58","","Generic"
"SE0021770","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","9180045143","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN7,562.91","","Enterprise Term License Agreement (ETLA)"
"SE00104126","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","2400018828","","HONG KONG","Hong Kong","SHI","2022-06-23","1","1","MXN6,573.27","","Enterprise Term License Agreement (ETLA)"
"SE0021767","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","9180044811","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN0.00","","Enterprise Term License Agreement (ETLA)"
"SE0020562","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","5500281022","","CANADA","Toronto - 5140 Yonge","","2022-11-25","1","1","MXN0.00","","Generic"
"SE0022392","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","5800030506","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2019-03-27","1","1","MXN3,440.75","","Generic"
"SE0021779","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","9180043436","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN7,207.23","","Enterprise Term License Agreement (ETLA)"
"SE0021661","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","5800039702","","UNITED STATES","Tucson","SHI","2024-01-19","6","6","MXN42,569.48","","Generic"
"SE0020853","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","2400018686","","HONG KONG","Hong Kong","SHI ","","1","1","MXN5,473.75","","Generic"
"SE0021768","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","9180044812","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN7,207.23","","Enterprise Term License Agreement (ETLA)"
"SE0021766","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","9180044810","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN7,207.23","","Enterprise Term License Agreement (ETLA)"
"SE0021771","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","9180045202","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN7,562.91","","Enterprise Term License Agreement (ETLA)"
"SE0021554","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","5800038639","","CANADA","Toronto - 5140 Yonge","","","5","5","MXN0.00","","Generic"
"SE0021740","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","2400019068","","HONG KONG","Hong Kong","SHI","2024-04-17","1","1","MXN7,264.94","","Generic"
"SE0021759","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","9180044809","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN7,207.23","","Enterprise Term License Agreement (ETLA)"
"SE0021781","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","9180044580","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN7,207.23","","Enterprise Term License Agreement (ETLA)"
"SE0021757","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","9180045894","","Singapore","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","","1","1","MXN7,562.91","","Enterprise Term License Agreement (ETLA)"
"SE0022390","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","5800029606","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2018-11-30","1","1","MXN2,087.29","","Generic"
"SE00104127","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","2400018616","","HONG KONG","Hong Kong","SHI","","1","1","MXN6,573.27","","Enterprise License Agreement (ELA)"
"SE0022395","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","5800035433","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2021-04-27","1","1","MXN2,414.89","","Generic"
"SE0021769","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","9180044813","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN7,207.23","","Enterprise Term License Agreement (ETLA)"
"SE0021660","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Upgrade","5800039702","","UNITED STATES","Tucson","SHI","2024-01-19","13","13","MXN43,006.78","","Generic"
"SE0021784","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","9180045400","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN7,562.91","","Enterprise Term License Agreement (ETLA)"
"SE0022396","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","5800035479","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2021-05-04","1","1","MXN2,414.89","","Generic"
"SE0021780","ADOBE SYSTEMS Acrobat 2020 Standard","ADOBE SYSTEMS Acrobat 2020 Standard","Perpetual","9180044422","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN7,207.23","","Enterprise Term License Agreement (ETLA)"
"SE0022379","ADOBE SYSTEMS Acrobat 9","ADOBE SYSTEMS Acrobat 9","Perpetual","5500113698","","Mexico","Monterrey – Apodaca","CONS INT DE INFORMATICA SA CV","2008-09-09","1","1","MXN3,140.00","","Generic"
"SE0022380","ADOBE SYSTEMS Acrobat 9","ADOBE SYSTEMS Acrobat 9","Perpetual","5500114089","","Mexico","Monterrey – Apodaca","CONS INT DE INFORMATICA SA CV","2008-09-18","1","1","MXN3,140.00","","Generic"
"SE00106367","ADOBE SYSTEMS Acrobat DC Pro","ADOBE SYSTEMS Acrobat DC Pro","Perpetual","5500247925","","","Oradea","CG&GC HITECH SOLUTIONS SRL","2021-11-21","1","1","MXN0.00","","Generic"
"SE0021787","ADOBE SYSTEMS Acrobat DC Pro","ADOBE SYSTEMS Acrobat DC Pro","Perpetual","9180034184","","Singapore","Singapore - 35 Marsiling","","","1","1","MXN7,057.47","","Enterprise Term License Agreement (ETLA)"
"SE0021772","ADOBE SYSTEMS Acrobat Pro","ADOBE SYSTEMS Acrobat Pro","Perpetual","9180025338","","Singapore","Singapore - 35 Marsiling","","","2","2","MXN13,253.82","","Enterprise Term License Agreement (ETLA)"
"SE0023699","ADOBE SYSTEMS Acrobat Pro","ADOBE SYSTEMS Acrobat Pro","Subscription","5500315530","2025-08-08","UNITED STATES","Remote Employee US","SHI","","1","1","MXN1,478.70","","Generic"
"SE0022958","ADOBE SYSTEMS Acrobat Pro","ADOBE SYSTEMS Acrobat Pro","Subscription","5800042885","2025-08-07","UNITED STATES","Remote Employee US","SHI","","3","3","MXN9,042.36","","Generic"
"SE0023455","ADOBE SYSTEMS Acrobat Pro","ADOBE SYSTEMS Acrobat Pro","Subscription","5500313641","2025-08-01","UNITED STATES","Maple Grove","SHI","2025-03-26","1","1","MXN2,058.84","","Generic"
"SE0023437","ADOBE SYSTEMS Acrobat Pro","ADOBE SYSTEMS Acrobat Pro","Subscription","3569913686","2026-03-01","THAILAND","Laem Chabang","","","1","1","MXN5,786.70","","Enterprise Term License Agreement (ETLA)"
"SE0023710","ADOBE SYSTEMS Acrobat Standard","ADOBE SYSTEMS Acrobat Standard","Subscription","4700001881","2025-08-08","UNITED STATES","FremontDH","SHI","2025-05-16","25","25","MXN0.00","","Generic"
"SE0022378","ADOBE SYSTEMS Captivate","ADOBE SYSTEMS Captivate","Perpetual","5500098745","","Mexico","Monterrey – Apodaca","OPENSERVICE SA DE CV","2007-11-13","1","1","MXN992.00","","Generic"
"SE0021685","ADOBE SYSTEMS Creative Cloud All Apps","ADOBE SYSTEMS Creative Cloud All Apps","Subscription","3569911962","2025-02-28","Thailand","Laem Chabang","","","2","0","MXN37,245.48","","Generic"
"SE0023438","ADOBE SYSTEMS Firefly","ADOBE SYSTEMS Firefly","Subscription","3569913659","2026-03-01","Thailand","Laem Chabang","","","1","1","MXN6,654.70","","Generic"
"SE0021683","ADOBE SYSTEMS Illustrator","ADOBE SYSTEMS Illustrator","Subscription","3569911009","2024-09-09","Thailand","Laem Chabang","","","1","0","MXN10,654.79","","Generic"
"SE0021682","ADOBE SYSTEMS Illustrator","ADOBE SYSTEMS Illustrator","Subscription","3569911992","2025-02-28","Thailand","Laem Chabang","","","3","0","MXN24,002.89","","Generic"
"SE0023868","ANSYS Electromagnetics Suite","ANSYS Electromagnetics Suite","Subscription","5800043883","2025-12-15","","Shanghai - Section 701-801","Jiayan Technologies Hong Kong Limited","","1","1","MXN1,179,365.41","","Enterprise License Agreement (ELA)"
"SE0023680","ANSYS LS-DYNA","ANSYS LS-DYNA","Perpetual","","","UNITED STATES","Richardson","","","0","0","MXN0.00","","Generic"
"SE0022463","AutoCAD LT 2024  - AUTODESK AutoCAD","AUTODESK AutoCAD","Subscription","5500297824","2025-01-18","Romania","Oradea","","2024-01-17","10","0","MXN104,246.54","","Generic"
"SE0022457","AutoCAD LT 2024  - AUTODESK AutoCAD","AUTODESK AutoCAD","Subscription","5500297824","2025-07-03","Romania","Oradea","","2024-07-02","2","0","MXN20,849.31","","Generic"
"SE0022466","AutoCAD LT Commercial Single-user Annual - AUTODESK AutoCAD","AUTODESK AutoCAD","Subscription","5500281936","2023-12-14","Romania","Oradea","","2022-12-13","10","0","MXN97,049.61","","Generic"
"SE0022440","AUTODESK AutoCAD","AUTODESK AutoCAD","Subscription","5800041884","2024-08-14","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2023-08-14","1","0","MXN9,143.64","","Generic"
"SE0022823","AUTODESK AutoCAD","AUTODESK AutoCAD","Subscription","9280111809","2023-08-24","Malaysia","Johor Bahru - CJH - Jalan Tara","","","1","0","MXN70,512.13","","Generic"
"SE0022754","AUTODESK AutoCAD","AUTODESK AutoCAD","Subscription","5500306888","2025-09-25","UNITED STATES","Richardson","","","1","1","MXN41,137.01","","Generic"
"SE0023326","AUTODESK AutoCAD","AUTODESK AutoCAD","Subscription","5500312890 ","2026-03-05","UNITED STATES","Richardson","","","8","8","MXN0.00","","Generic"
"SE0022406","AUTODESK AutoCAD","AUTODESK AutoCAD","Perpetual","5500115784","","Mexico","Monterrey – Apodaca","CONS INT DE INFORMATICA SA CV","2008-10-23","1","1","MXN15,472.88","","Generic"
"SE0022428","AUTODESK AutoCAD","AUTODESK AutoCAD","Subscription","5800035158","2022-03-18","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2021-03-18","1","0","MXN6,814.11","","Generic"
"SE0023114","AUTODESK AutoCAD","AUTODESK AutoCAD","Subscription","5500309293","2026-01-06","UNITED STATES","Richardson","","","5","5","MXN0.00","","Generic"
"SE0022748","AUTODESK AutoCAD","AUTODESK AutoCAD","Subscription","","2025-09-25","UNITED STATES","Richardson","","","1","1","MXN41,137.01","","Generic"
"SE0022407","AUTODESK AutoCAD","AUTODESK AutoCAD","Perpetual","5500116311","","Mexico","Monterrey – Apodaca","CONS INT DE INFORMATICA SA CV","2008-11-05","1","1","MXN15,472.88","","Generic"
